id,avg_friends_listed_count,avg_friends_default_profile,avg_friends_geo_enabled,avg_friends_profile_background_tile,friend_Bot_rate,avg_friends_sn_length,avg_friends_desc_length,avg_friends_name_length,ff_ratio,avg_ext_diversity,avg_retweet_count,avg_reply_count,avg_favorite_count,avg_num_hashtags,avg_num_urls,avg_num_mentions,avg_in_apply,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
56345134,68.688,0.312,0.25,0.312,0.0,10.875,110.5,13.187999999999999,257.00114547537225,0.983,27.923000000000002,0.0,0.142,0.261,0.515,1.124,0.23,3885,2812,1988,966,45,0.0,1.0,0.0,0,8,26,3
59083826,477.667,0.0,1.0,0.33299999999999996,0.0,11.667,55.333,17.333,44.00917431192661,0.97,0.0,0.0,0.003,0.452,0.516,0.84,0.045,537,117,552,4,1,0.0,1.0,1.0,0,15,141,16
62017536,715.0,0.0,1.0,0.0,0.0,15.0,68.0,16.0,80.003861003861,0.985,0.0,0.0,0.022000000000000002,0.302,0.223,1.0,0.353,235,78,152,55,0,0.0,1.0,0.0,0,11,54,20
77165019,308.4,0.0,1.0,0.4,0.0,9.8,85.6,16.2,87.00763358778626,0.982,870.248,0.0,0.018000000000000002,0.156,0.455,1.123,0.221,1111,84,601,0,3,1.0,1.0,0.0,0,7,22,9
81680710,305.0,0.0,0.7140000000000001,0.14300000000000002,0.0,9.429,72.571,15.429,394.0009551098376,0.976,34.07,0.0,0.028999999999999998,0.779,0.13699999999999998,1.0590000000000002,0.35600000000000004,5756,554,1853,32,10,0.0,0.0,0.0,0,10,57,8
117463248,394.0,0.5,1.0,0.0,0.0,13.5,114.5,15.5,209.00510204081633,0.975,0.0,0.0,0.013000000000000001,0.11699999999999999,0.539,0.493,0.03,889,201,500,7,5,1.0,1.0,0.0,0,8,28,14
118339229,237.5,0.0,0.5,0.0,0.0,12.5,83.75,13.5,556.0013245033113,0.98,42.357,0.0,0.008,0.251,0.348,0.976,0.324,3139,237,487,32,7,0.0,1.0,0.0,0,15,106,15
118898139,203.1,0.0,0.8,0.0,0.0,8.9,107.3,14.9,86.00826446280992,0.9790000000000001,0.055999999999999994,0.0,0.006,0.053,0.9490000000000001,0.035,0.022000000000000002,5660,554,937,6,23,0.0,1.0,1.0,0,7,158,11
119065059,217.5,0.0,0.75,0.25,0.0,12.75,94.75,16.0,301.0010515247108,0.977,53.586000000000006,0.0,0.002,0.11599999999999999,0.5589999999999999,0.7829999999999999,0.022000000000000002,476,347,431,4,8,0.0,0.0,1.0,0,13,84,13
128587032,345.25,0.0,0.375,0.0,0.0,10.5,78.625,14.25,89.00374531835206,0.975,21.885,0.0,0.027999999999999997,0.044000000000000004,0.057999999999999996,0.873,0.5329999999999999,1550,235,533,5,3,1.0,1.0,0.0,0,8,111,18
131435310,85.462,0.154,0.385,0.5379999999999999,0.0,10.923,111.538,15.385,1965.0004992511233,0.9740000000000001,9.895,0.0,0.028999999999999998,0.171,0.223,0.74,0.129,887,547,1416,179,2,0.0,1.0,1.0,0,12,68,7
160466484,58.026,0.179,0.564,0.385,0.0,10.923,90.71799999999999,12.949000000000002,3814.000664451827,0.981,26.428,0.0,0.9079999999999999,0.059000000000000004,0.094,1.0270000000000001,0.644,32223,4053,956,3025,54,0.0,0.0,0.0,0,8,31,5
163354973,729.5,0.0,0.5,0.0,0.0,12.0,52.5,16.0,553.0006915629323,0.986,7.881,0.0,0.032,0.235,0.621,0.41700000000000004,0.21899999999999997,834,102,252,15,0,1.0,1.0,0.0,0,12,133,20
245430145,272.66700000000003,0.0,0.667,0.667,0.0,14.333,84.667,13.667,280.015625,0.976,15.956,0.0,0.009000000000000001,0.381,0.27699999999999997,0.965,0.313,518,148,488,17,0,0.0,1.0,0.0,0,12,17,11
264333523,195.429,0.14300000000000002,0.857,0.14300000000000002,0.0,10.571,78.0,15.571,2527.0033444816054,0.9740000000000001,89.896,0.0,0.061,0.124,0.131,0.799,0.32799999999999996,3134,191,778,80,2,0.0,1.0,1.0,0,5,53,15
296876973,298.83299999999997,0.16699999999999998,0.667,0.16699999999999998,0.0,9.667,65.5,15.833,101.003861003861,0.983,343.583,0.0,0.02,0.304,0.513,0.555,0.16399999999999998,3266,384,1172,39,6,1.0,1.0,0.0,0,9,112,13
300796010,159.13299999999998,0.2,0.467,0.267,0.0,10.333,121.4,16.333,127.002457002457,0.97,1.1340000000000001,0.0,0.004,0.028999999999999998,0.004,0.647,0.5760000000000001,1128,396,1158,8,1,1.0,1.0,0.0,0,10,80,11
321425967,79.25,0.083,0.667,0.25,0.0,10.917,104.5,14.167,850.0005417118093,0.9790000000000001,6.707999999999999,0.0,0.122,0.154,0.35600000000000004,1.1640000000000001,0.335,1171,1158,550,12,18,0.0,1.0,0.0,0,15,87,16
374488191,368.75,0.0,1.0,0.25,0.0,10.5,101.0,15.5,166.00350877192983,0.977,9.6,0.0,0.024,0.267,0.358,0.428,0.17300000000000001,1066,239,775,61,0,0.0,0.0,1.0,0,11,160,11
425840466,137.143,0.0,0.5710000000000001,0.28600000000000003,0.0,9.714,93.0,12.571,88.00574712643679,0.983,14.892000000000001,0.0,0.11599999999999999,0.14400000000000002,0.08800000000000001,1.214,0.569,7760,768,336,1304,18,0.0,1.0,0.0,0,13,64,8
427674701,311.33299999999997,0.0,1.0,0.33299999999999996,0.0,12.0,97.0,15.0,13.027777777777779,0.958,673.824,0.0,0.022000000000000002,0.05,0.33899999999999997,0.665,0.134,559,108,571,263,0,0.0,1.0,1.0,0,15,116,16
444833485,394.0,0.5,1.0,0.0,0.0,13.5,114.5,15.5,48.0125,0.98,105.988,0.0,0.068,0.349,0.414,1.0270000000000001,0.32899999999999996,622,106,203,63,4,0.0,1.0,1.0,0,8,99,19
466489818,303.16700000000003,0.0,0.5,0.33299999999999996,0.0,10.5,95.167,16.167,284.00373134328356,0.983,343.407,0.0,0.025,0.069,0.614,0.599,0.032,863,243,904,5,1,0.0,0.0,0.0,0,14,90,8
531280420,483.333,0.0,1.0,0.33299999999999996,0.0,11.0,77.0,16.333,135.00389105058366,0.98,10.78,0.0,0.003,0.27899999999999997,0.563,1.081,0.223,1033,181,279,6,8,0.0,0.0,0.0,0,11,110,13
862068776,363.0,0.0,1.0,0.5,0.0,11.5,114.0,16.5,46.015151515151516,0.99,3.471,0.0,0.046,0.207,0.759,0.943,0.08,116,52,201,4,0,0.0,0.0,1.0,0,14,70,14
5863152,124.852,0.07400000000000001,0.7040000000000001,0.185,0.0,10.0,91.037,14.037,36.00561797752809,0.985,16.917,0.013999999999999999,0.006999999999999999,0.16699999999999998,0.23600000000000002,0.821,0.326,3951,2842,1903,353,156,0.0,1.0,1.0,0,8,94,13
6677972,468.4,0.0,0.6,0.0,0.0,10.2,51.6,14.8,180.0064935064935,0.9890000000000001,11.263,0.003,0.001,0.049,0.748,0.33299999999999996,0.12,2201,335,1956,11,3,0.0,1.0,1.0,0,15,111,16
7246122,226.75,0.0,1.0,0.0,0.0,11.75,48.75,13.5,111.00338983050847,0.96,32.66,0.005,0.005,0.094,0.10099999999999999,0.45299999999999996,0.172,1791,364,373,38,10,0.0,0.0,1.0,0,12,44,8
7773732,182.90900000000002,0.091,0.727,0.182,0.0,10.727,85.818,14.545,628.0009182736455,0.978,38.854,0.106,0.085,0.217,0.245,1.547,0.502,9623,3566,803,1574,153,0.0,0.0,0.0,0,6,108,19
8029522,528.0,0.0,0.667,0.0,0.0,9.0,84.667,18.333,70.0047619047619,0.978,34.963,0.009000000000000001,0.003,0.185,0.371,0.922,0.201,2745,337,405,63,5,0.0,1.0,1.0,0,10,154,17
12551742,263.25,0.0,0.75,0.25,0.0,12.25,104.5,12.75,379.0041841004184,0.9740000000000001,12.06,0.022000000000000002,0.027000000000000003,0.511,0.423,1.25,0.386,7734,3300,311,151,164,0.0,1.0,0.0,0,15,72,15
19701419,228.5,0.25,0.5,0.0,0.0,11.0,83.5,16.25,1013.0006901311249,0.983,19.472,0.011000000000000001,0.005,0.415,0.397,1.192,0.035,3941,482,555,288,13,0.0,1.0,1.0,0,15,158,16
20681942,255.333,0.0,0.667,0.111,0.0,11.222000000000001,103.444,15.556,17.023809523809526,0.983,42.794,0.003,0.001,0.3,0.374,0.614,0.162,2488,561,892,103,24,0.0,1.0,0.0,0,10,3,12
22521283,178.75,0.083,0.5,0.083,0.0,11.417,94.417,14.75,464.0030303030303,0.9840000000000001,0.9009999999999999,0.11199999999999999,0.049,0.193,0.385,0.909,0.521,22346,4371,1182,56,243,0.0,1.0,1.0,0,8,125,17
22840934,715.0,0.0,1.0,0.0,0.0,15.0,68.0,16.0,152.0033222591362,0.982,122.795,0.016,0.005,0.09,0.276,0.97,0.23600000000000002,2769,272,155,129,12,0.0,1.0,1.0,0,9,143,13
40337017,337.0,0.2,0.6,0.0,0.0,9.2,114.4,15.4,70.00314465408805,0.9840000000000001,6.2010000000000005,0.02,0.012,0.157,0.514,0.64,0.266,1104,627,1036,37,1,0.0,0.0,0.0,0,15,160,15
86538176,477.667,0.33299999999999996,0.667,0.0,0.0,11.0,70.0,18.0,2639.000573723465,0.99,0.7559999999999999,0.001,0.001,0.09300000000000001,0.6609999999999999,0.528,0.031,3298,463,685,0,15,0.0,1.0,0.0,0,9,94,14
86626503,163.143,0.14300000000000002,0.857,0.14300000000000002,0.0,10.142999999999999,83.0,16.0,89.00487804878048,0.981,314.22900000000004,0.023,0.013000000000000001,0.087,0.75,0.8759999999999999,0.051,704,346,1375,7,2,0.0,1.0,1.0,0,13,142,14
91696007,180.75,0.25,0.625,0.125,0.0,9.375,56.5,15.125,1170.0006090133984,0.99,53.312,0.013999999999999999,0.01,0.12300000000000001,0.938,0.387,0.057,1378,269,622,17,1,0.0,1.0,0.0,0,7,88,7
98127075,366.5,0.5,0.5,0.0,0.0,13.5,61.0,14.0,320.0012610340479,0.987,7.186,0.002,0.006,0.11699999999999999,0.7879999999999999,0.561,0.026000000000000002,521,58,266,0,2,0.0,1.0,0.0,0,7,108,9
126611558,153.619,0.048,0.7140000000000001,0.19,0.0,10.571,112.095,13.333,446.0020449897751,0.987,8.404,0.03,0.013000000000000001,0.191,0.44299999999999995,1.469,0.4,12332,1646,1454,95,129,0.0,0.0,0.0,0,11,112,17
131197741,156.0,0.33299999999999996,1.0,0.33299999999999996,0.0,10.333,97.667,13.5,363.00314465408803,0.978,7.7010000000000005,0.151,0.062,0.507,0.17800000000000002,1.64,0.491,11821,3219,957,12,94,0.0,0.0,0.0,0,10,40,15
140527863,149.625,0.125,0.625,0.25,0.0,10.375,95.56200000000001,13.812000000000001,263.0006609385327,0.9670000000000001,1.5419999999999998,0.052000000000000005,0.006999999999999999,0.177,0.031,0.192,0.136,826,601,1583,1,7,0.0,0.0,0.0,0,12,125,16
149248959,113.765,0.059000000000000004,0.706,0.294,0.0,10.765,115.765,15.235,233.00232018561485,0.977,18.859,0.04,0.106,1.4180000000000001,0.298,1.229,0.067,10442,831,1001,1392,23,0.0,1.0,0.0,0,9,161,14
154477852,528.0,0.0,0.667,0.0,0.0,9.0,84.667,18.333,47.00819672131148,0.978,61.446999999999996,0.046,0.051,0.46399999999999997,0.257,0.903,0.27,353,93,263,18,0,0.0,1.0,0.0,0,12,14,20
156039467,231.375,0.125,0.375,0.0,0.0,10.75,90.375,14.75,23.020408163265305,0.9790000000000001,44.856,0.002,0.006,0.095,0.392,0.669,0.125,2641,298,861,127,4,0.0,1.0,1.0,0,11,50,12
207490418,145.8,0.3,0.45,0.2,0.0,10.55,102.55,14.15,27.013698630136986,0.968,41.228,0.037000000000000005,0.008,0.461,0.171,0.736,0.237,3054,548,1968,6,3,1.0,0.0,0.0,0,9,118,16
221964205,715.0,0.0,1.0,0.0,0.0,15.0,68.0,16.0,50.05,0.982,534.437,0.09699999999999999,0.002,0.193,0.469,0.439,0.16899999999999998,658,225,342,30,6,0.0,1.0,0.0,0,13,160,20
226576785,312.16700000000003,0.0,0.833,0.16699999999999998,0.0,12.167,115.5,16.333,259.0052356020942,0.982,230.28099999999998,0.015,0.012,0.195,0.531,0.902,0.221,1905,287,491,89,1,0.0,1.0,0.0,0,12,92,13
242272799,239.375,0.125,0.75,0.25,0.0,11.125,99.25,15.625,86.00217391304348,0.9790000000000001,25.259,0.022000000000000002,0.004,0.261,0.276,0.8029999999999999,0.28,1021,92,391,21,2,0.0,0.0,1.0,0,11,19,11
344955391,331.667,0.0,0.667,0.33299999999999996,0.0,11.833,88.0,16.5,1162.0051546391753,0.978,4.859,0.07200000000000001,0.0,0.21,0.243,0.511,0.319,411,247,1253,11,0,0.0,1.0,1.0,0,7,147,13
356979186,186.545,0.273,0.455,0.182,0.0,10.545,100.09100000000001,14.545,174.0025641025641,0.985,2.273,0.22,0.09,0.154,0.151,1.722,0.753,31925,2880,724,5524,98,0.0,1.0,0.0,0,12,154,13
405611085,380.0,0.0,0.857,0.14300000000000002,0.0,10.714,68.429,14.857000000000001,588.0033898305085,0.9740000000000001,203.49900000000002,0.068,0.021,0.467,0.433,0.872,0.24,624,218,1300,36,4,0.0,1.0,0.0,0,8,160,15
543301439,274.286,0.0,0.5710000000000001,0.14300000000000002,0.0,11.429,104.0,15.0,258.00211416490487,0.983,415.165,0.021,0.025,0.142,0.807,0.8959999999999999,0.061,747,674,1165,285,2,0.0,0.0,0.0,0,12,3,12
543727249,243.857,0.0,0.5710000000000001,0.28600000000000003,0.0,12.429,91.429,14.429,414.01428571428573,0.9790000000000001,6.287000000000001,0.069,0.019,0.273,0.35100000000000003,1.199,0.39799999999999996,971,273,518,392,3,0.0,1.0,0.0,0,9,152,5
899934248,107.03200000000001,0.09699999999999999,0.452,0.32299999999999995,0.0,10.839,101.258,14.387,150.00215982721383,0.973,8.117,0.045,0.051,0.13699999999999998,0.292,1.665,0.195,1018,1187,1732,485,4,0.0,0.0,1.0,0,8,135,20
7046912,36.674,0.163,0.721,0.302,0.0,10.302,90.90700000000001,13.163,281.00199203187253,0.981,15.125,0.653,0.319,0.242,0.249,1.547,0.621,10962,23368,958,590,715,0.0,1.0,0.0,0,15,68,16
18527544,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,126.00182149362477,0.9740000000000001,50.047,0.039,0.011000000000000001,0.341,0.36,1.022,0.087,9686,208,196,219,4,0.0,1.0,0.0,0,8,75,7
21770069,85.818,0.273,0.455,0.364,0.0,9.0,81.455,12.455,49.00892857142857,0.985,93.667,0.319,0.215,0.045,0.495,0.975,0.25,15365,3813,1505,550,63,0.0,1.0,1.0,0,15,121,17
30062603,136.0,0.33299999999999996,0.33299999999999996,0.0,0.0,10.0,116.333,16.0,232.00230946882218,0.976,26.816,0.107,0.01,0.23399999999999999,0.12,0.5589999999999999,0.268,386,88,205,25,1,0.0,1.0,0.0,0,14,149,15
53025684,93.23100000000001,0.154,0.385,0.385,0.0,9.462,112.154,11.692,121.00246305418719,0.9740000000000001,7.981,0.0,0.09699999999999999,0.17,0.047,1.041,0.674,5745,641,1221,95,5,0.0,1.0,0.0,0,9,139,10
69843045,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,47.00869565217391,0.971,80.558,0.0,0.021,0.309,0.11900000000000001,1.139,0.321,2277,150,536,33,5,0.0,1.0,0.0,0,10,3,14
209733883,76.25,0.25,0.375,0.312,0.0,10.125,121.68799999999999,14.375,509.0008673026886,0.971,22.087,0.0,0.12300000000000001,0.32899999999999996,0.11900000000000001,0.885,0.316,7227,786,834,2356,9,0.0,0.0,0.0,0,6,155,4
211904475,121.571,0.071,0.5,0.214,0.0,10.571,110.64299999999999,15.571,415.00083612040135,0.981,2.783,0.0,0.095,1.298,0.385,0.685,0.16699999999999998,2941,1230,1428,40,54,1.0,0.0,0.0,0,6,132,12
364851614,110.0,0.25,0.5,0.0,0.0,10.5,119.0,16.75,192.0015243902439,0.9740000000000001,597.0169999999999,0.0,0.006999999999999999,0.37200000000000005,0.247,1.008,0.07,2130,124,643,43,0,0.0,0.0,1.0,0,13,91,9
368579486,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,47.010416666666664,0.9840000000000001,13.873,0.0,0.0,0.091,0.155,1.1,0.718,155,26,51,0,0,1.0,0.0,0.0,0,11,9,17
383292062,66.0,0.33299999999999996,0.33299999999999996,0.0,0.0,7.667000000000001,97.667,9.333,1708.000726744186,0.98,87.525,0.0,0.045,0.226,0.16399999999999998,0.785,0.379,222,125,300,20,0,0.0,0.0,0.0,0,14,80,5
845102904,152.571,0.0,0.14300000000000002,0.14300000000000002,0.0,9.857000000000001,71.429,13.0,185.00331125827816,0.9790000000000001,809.711,0.0,0.035,0.49700000000000005,0.262,0.59,0.147,1587,312,1200,2,1,1.0,1.0,0.0,0,12,151,13
3909541,136.0,0.0,0.6,0.0,0.0,9.8,99.0,16.2,370.0049504950495,0.986,0.825,0.005,0.001,0.027000000000000003,0.03,0.41100000000000003,0.335,2737,637,1853,214,7,0.0,0.0,0.0,0,8,43,8
14474989,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,210.00595238095238,0.983,0.046,0.004,0.002,0.031,0.086,0.08800000000000001,0.023,575,47,22,6,2,1.0,1.0,0.0,0,12,20,6
17844234,110.8,0.0,0.4,0.2,0.0,10.2,109.8,14.4,163.0028409090909,0.975,69.345,0.02,0.013000000000000001,0.11599999999999999,0.242,1.187,0.435,4883,106,416,126,3,0.0,1.0,0.0,0,8,95,15
36286962,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,489.0027322404372,0.982,10.388,0.009000000000000001,0.013000000000000001,0.287,0.37,0.696,0.121,2402,893,256,386,18,0.0,1.0,0.0,0,11,38,11
52140322,51.5,0.5,0.375,0.125,0.0,10.75,99.75,16.125,291.0028818443804,0.992,1.05,0.0,0.35,0.0,1.0,1.45,0.5,31,59,211,5,1,1.0,0.0,0.0,0,13,22,14
125622122,66.444,0.33299999999999996,0.556,0.0,0.0,11.777999999999999,102.333,16.111,232.0065789473684,0.9740000000000001,184.52900000000002,0.066,0.028999999999999998,0.893,0.272,0.6659999999999999,0.276,1083,237,394,44,9,1.0,1.0,0.0,0,12,132,13
152905850,103.571,0.14300000000000002,0.429,0.214,0.0,10.571,93.071,13.429,686.0014534883721,0.981,4.923,0.009000000000000001,0.017,0.758,0.276,0.37,0.145,7139,653,691,3,34,0.0,1.0,0.0,0,7,57,15
202220813,119.25,0.0,0.5,0.0,0.0,9.0,93.0,16.0,371.00107066381156,0.973,22.787,0.126,0.08199999999999999,0.16699999999999998,0.267,1.161,0.39899999999999997,2892,1241,360,18,25,1.0,0.0,0.0,0,14,89,15
291949510,126.90899999999999,0.091,0.636,0.364,0.0,10.0,106.545,14.182,24.004405286343612,0.981,10.585999999999999,0.044000000000000004,0.028999999999999998,0.27,0.133,1.364,0.534,9022,1405,2001,1065,18,1.0,0.0,0.0,0,12,54,12
