id,avg_ext_diversity,avg_retweet_count,avg_reply_count,avg_favorite_count,avg_num_hashtags,avg_num_urls,avg_num_mentions,avg_in_apply,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
14958182,0.973,62.391999999999996,0.21,0.048,0.16,0.139,0.435,0.263,1294,254,276,89,8,0.0,1.0,1.0,0,7,116,4
15016610,0.9790000000000001,37.507,0.18,0.037000000000000005,0.275,0.221,0.36200000000000004,0.122,6340,298,419,5,15,0.0,1.0,0.0,0,8,68,14
15271419,0.972,5.275,0.447,0.256,0.8370000000000001,0.098,0.7040000000000001,0.496,5472,6352,3873,65,11,0.0,1.0,1.0,0,8,160,17
15350901,0.978,22.439,0.10099999999999999,0.025,0.06,0.511,0.517,0.138,4728,625,580,27,25,0.0,0.0,0.0,0,9,106,19
15391421,0.9790000000000001,0.8740000000000001,0.413,0.16699999999999998,0.237,0.231,0.995,0.561,22540,2065,1125,0,64,0.0,1.0,0.0,0,7,91,7
15836275,0.972,48.798,0.11800000000000001,0.011000000000000001,0.324,0.366,0.815,0.212,732,85,338,16,3,0.0,1.0,0.0,0,5,42,17
15873303,0.981,4.583,0.648,0.174,0.013999999999999999,0.052000000000000005,1.052,0.815,38781,623,323,1209,22,0.0,1.0,0.0,0,8,143,12
16043064,0.9790000000000001,32.769,0.6729999999999999,0.038,0.032,0.08199999999999999,0.884,0.696,36911,202,133,268,8,0.0,0.0,0.0,0,12,52,15
16093829,0.972,9.765,0.239,0.055,0.723,0.195,0.447,0.284,10451,1265,323,38,24,0.0,1.0,0.0,0,13,151,13
16591972,0.9790000000000001,18.680999999999997,0.036000000000000004,0.001,0.125,0.444,0.81,0.047,2784,256,873,284,2,0.0,0.0,0.0,0,11,51,11
16927266,0.98,68.08,0.1,0.008,0.302,0.381,0.7,0.182,823,43,109,5,1,0.0,0.0,0.0,0,12,15,14
17654864,0.986,15.989,0.064,0.0,0.237,0.6509999999999999,0.5710000000000001,0.075,442,79,259,0,3,1.0,0.0,0.0,0,7,44,7
17852114,0.9690000000000001,48.273999999999994,0.27399999999999997,0.027999999999999997,0.363,0.284,0.902,0.381,350,86,131,116,3,0.0,1.0,1.0,0,8,151,14
18173213,0.9670000000000001,0.562,0.024,0.003,0.009000000000000001,1.036,0.425,0.126,3694,393,1047,6,8,0.0,0.0,1.0,0,8,159,8
18527544,0.9740000000000001,50.047,0.039,0.011000000000000001,0.341,0.36,1.022,0.087,9686,208,196,219,4,0.0,1.0,0.0,0,8,75,7
18671285,0.978,6.752999999999999,0.335,0.013999999999999999,0.298,0.075,0.9059999999999999,0.462,16427,555,755,8,18,0.0,1.0,0.0,0,9,51,15
18735790,0.9840000000000001,69.63,0.073,0.008,0.052000000000000005,0.221,0.43,0.129,1006,85,121,19,1,0.0,1.0,0.0,0,6,75,12
18800245,0.975,,0.046,0.01,0.16699999999999998,0.504,0.727,0.07200000000000001,1122,300,951,8,6,0.0,1.0,0.0,0,7,32,8
19598248,0.9790000000000001,26.263,0.302,0.024,0.39,0.05,1.0090000000000001,0.48,1386,88,267,106,0,0.0,1.0,1.0,0,10,25,7
20308222,0.966,33.795,0.04,0.009000000000000001,0.14300000000000002,0.055999999999999994,0.513,0.24600000000000002,3329,232,182,261,3,1.0,0.0,0.0,0,7,54,9
21102000,0.9740000000000001,236.937,0.445,0.27,0.114,0.07400000000000001,1.0659999999999998,0.494,18267,1964,2003,22732,4,0.0,1.0,1.0,0,6,136,17
21770069,0.985,93.667,0.319,0.215,0.045,0.495,0.975,0.25,15365,3813,1505,550,63,0.0,1.0,1.0,0,15,121,17
22015750,0.973,11.843,0.11599999999999999,0.01,0.506,0.126,0.973,0.249,2242,552,1446,13,8,0.0,1.0,0.0,0,7,146,15
22136015,0.976,4.129,0.004,0.002,0.096,0.006999999999999999,0.597,0.502,4149,279,64,20,22,0.0,0.0,0.0,0,9,110,8
22203964,0.978,324.906,0.674,0.41100000000000003,0.22699999999999998,0.214,0.91,0.47200000000000003,8384,2526,299,1178,41,0.0,1.0,1.0,0,13,149,14
22508731,0.976,10.350999999999999,0.22399999999999998,0.013999999999999999,0.04,0.285,0.868,0.518,612,100,259,24,2,0.0,1.0,1.0,0,13,33,13
22627606,0.995,8.003,0.045,0.0,0.009000000000000001,0.523,0.14400000000000002,0.049,660,126,407,0,0,0.0,1.0,0.0,0,7,28,8
22985259,0.9790000000000001,21.697,0.163,0.034,0.19399999999999998,0.142,0.997,0.228,5287,849,1846,117,3,0.0,0.0,1.0,0,14,73,13
23748269,0.978,658.659,0.374,0.042,0.20199999999999999,0.12300000000000001,1.198,0.593,2275,165,285,181,4,0.0,0.0,1.0,0,11,16,12
23847948,0.982,3.4,0.084,0.006999999999999999,0.14400000000000002,0.07,0.265,0.146,3551,87,174,7,2,0.0,1.0,1.0,0,9,101,6
24352106,0.9840000000000001,5.945,0.295,0.027999999999999997,0.111,0.023,0.995,0.802,282,12,36,6,0,0.0,0.0,1.0,0,14,59,15
24510304,0.9790000000000001,43.821999999999996,0.059000000000000004,0.011000000000000001,0.21899999999999997,0.17,0.303,0.17,493,47,80,24,0,0.0,1.0,0.0,0,9,36,15
25442408,0.977,31.805,0.064,0.027000000000000003,0.16699999999999998,0.39,0.65,0.122,1012,283,268,15,3,0.0,0.0,1.0,0,13,160,15
25911628,0.9790000000000001,836.86,0.16699999999999998,0.017,0.254,0.455,0.851,0.147,1706,134,257,0,2,0.0,0.0,0.0,0,8,43,16
26232444,0.986,36.03,0.05,0.0,0.03,0.02,0.28,0.23,103,45,66,0,0,0.0,0.0,1.0,0,10,6,19
26771352,0.975,23.491999999999997,0.067,0.017,0.325,0.092,0.9,0.608,189,35,178,6,0,0.0,0.0,1.0,0,9,36,16
27241975,0.972,65.513,0.141,0.013000000000000001,0.16699999999999998,0.239,0.68,0.3,3720,179,154,6,2,0.0,0.0,0.0,0,6,18,19
27422705,0.972,7.007999999999999,0.142,0.017,0.28300000000000003,0.099,0.5,0.21899999999999997,1566,110,295,71,1,0.0,1.0,0.0,0,13,102,14
27636956,0.977,9.502,0.428,0.129,0.374,0.073,0.857,0.42200000000000004,1672,627,1089,11,4,0.0,0.0,0.0,0,10,84,11
27887098,0.986,91.835,0.15,0.024,0.096,0.052000000000000005,0.529,0.324,969,69,210,233,1,0.0,1.0,0.0,0,10,15,14
28313453,0.9670000000000001,39.236999999999995,0.156,0.047,0.313,0.302,0.767,0.303,7307,378,239,2620,30,0.0,1.0,0.0,0,7,22,5
28342883,0.977,16.351,0.142,0.019,0.275,0.33899999999999997,0.763,0.235,4240,1012,1449,578,25,0.0,1.0,0.0,0,9,82,17
28363979,0.977,17.217,0.057999999999999996,0.10099999999999999,0.261,0.11599999999999999,0.855,0.348,74,16,42,88,0,1.0,0.0,0.0,0,13,37,14
28845598,0.99,94.196,0.52,0.327,0.027000000000000003,0.095,0.65,0.498,6866,463,330,2180,5,0.0,1.0,1.0,0,10,40,13
29500667,0.981,9.933,0.36700000000000005,0.046,0.10400000000000001,0.10400000000000001,0.789,0.479,31546,151,301,294,2,0.0,0.0,1.0,0,13,25,8
29510629,0.9670000000000001,,0.275,0.005,0.08900000000000001,0.125,0.723,0.371,966,69,318,3,0,0.0,1.0,1.0,0,8,63,16
29646177,0.971,8.976,0.69,0.514,0.498,0.136,1.202,0.47600000000000003,28808,2638,1743,1021,39,0.0,0.0,1.0,0,8,106,9
30062603,0.976,26.816,0.107,0.01,0.23399999999999999,0.12,0.5589999999999999,0.268,386,88,205,25,1,0.0,1.0,0.0,0,14,149,15
31102741,0.976,2.697,0.264,0.151,1.2930000000000001,0.036000000000000004,0.723,0.484,3763,1169,1642,32,7,0.0,1.0,1.0,0,10,137,16
31162918,0.976,9.401,0.045,0.009000000000000001,0.083,0.307,0.466,0.121,522,319,793,10,11,1.0,1.0,0.0,0,9,65,16
32025215,0.972,2.272,0.36,0.025,0.061,0.032,0.6920000000000001,0.695,30547,445,489,304,16,0.0,0.0,0.0,0,10,104,12
32130104,0.983,30.264,0.042,0.015,0.201,0.5579999999999999,1.129,0.081,6175,362,318,181,11,0.0,0.0,0.0,0,12,116,17
32204918,0.975,13.022,0.135,0.027000000000000003,0.166,0.11199999999999999,0.731,0.314,348,262,1513,28,1,0.0,1.0,0.0,0,9,23,9
33747826,0.987,0.0,0.16699999999999998,0.019,0.0,0.204,0.48100000000000004,0.444,70,11,16,0,1,0.0,1.0,0.0,0,12,29,13
33950570,0.9640000000000001,622.715,0.042,0.012,0.271,0.252,0.7290000000000001,0.026000000000000002,484,232,431,10,0,1.0,0.0,0.0,0,12,160,12
34355343,0.972,150.638,0.09,0.024,0.191,0.067,0.6609999999999999,0.11699999999999999,2190,46,122,15,0,0.0,0.0,1.0,0,11,75,16
34897604,0.973,189.31400000000002,0.114,0.028999999999999998,0.18600000000000003,0.114,0.8,0.514,116,22,49,16,0,0.0,0.0,0.0,0,9,140,13
35737313,0.9840000000000001,18.912,0.098,0.037000000000000005,0.27,0.344,0.991,0.353,482,26,73,5,0,0.0,0.0,0.0,0,5,131,13
36190135,0.981,12.547,0.147,0.066,0.102,0.131,0.726,0.39399999999999996,344,49,20,37,0,0.0,1.0,0.0,0,11,13,3
36381609,0.978,9.549,0.081,0.017,0.064,0.38299999999999995,0.667,0.14800000000000002,1805,258,191,4,14,0.0,1.0,0.0,0,10,122,16
36727238,0.98,,0.14300000000000002,0.043,0.24100000000000002,0.33899999999999997,1.041,0.28,748,85,460,80,1,0.0,1.0,1.0,0,8,65,16
37539436,0.982,6.78,0.539,0.136,0.16,0.09,1.145,0.7,34917,1161,194,2,28,1.0,0.0,0.0,0,9,37,9
37733715,0.9790000000000001,17.122,0.079,0.009000000000000001,0.21600000000000003,0.408,0.5660000000000001,0.2,3397,173,390,3,2,0.0,0.0,1.0,0,8,118,18
37889070,0.9840000000000001,17.154,0.24600000000000002,0.09,0.07200000000000001,0.053,0.574,0.34299999999999997,5561,587,295,4,9,0.0,1.0,1.0,0,9,152,15
37922072,0.976,21.096,0.203,0.04,0.057,0.325,0.413,0.204,3526,257,473,8,1,0.0,1.0,0.0,0,14,66,16
38002859,0.987,18.402,0.209,0.047,0.355,0.10300000000000001,0.868,0.252,371,413,70,9,6,0.0,0.0,1.0,0,15,25,16
38223194,0.976,103.79,0.221,0.015,0.625,0.075,0.9490000000000001,0.419,1361,149,463,289,2,0.0,0.0,1.0,0,14,33,15
38730407,0.9790000000000001,3.445,0.258,0.045,0.2,0.11,0.9740000000000001,0.594,887,280,502,13,1,0.0,1.0,0.0,0,15,96,17
38972677,0.978,209.774,0.115,0.012,0.254,0.261,0.963,0.276,3276,125,549,224,2,0.0,1.0,1.0,0,14,73,14
39721490,0.981,41.323,0.06,0.015,0.16,0.457,0.53,0.17,971,48,112,8,1,1.0,1.0,0.0,0,10,55,11
39748948,0.985,0.37799999999999995,0.018000000000000002,0.040999999999999995,0.9009999999999999,0.998,0.38299999999999995,0.237,8173,231,433,413,3,0.0,1.0,0.0,0,15,115,16
41780152,0.98,0.645,0.075,0.024,0.205,0.43700000000000006,0.36200000000000004,0.109,728,120,406,16,1,0.0,1.0,1.0,0,11,27,17
41785738,0.982,5.196000000000001,0.022000000000000002,0.035,0.235,0.17,0.978,0.48700000000000004,350,46,115,240,1,0.0,0.0,0.0,0,11,60,14
42676920,0.982,13.413,0.5,0.386,0.168,0.037000000000000005,1.064,0.659,9626,508,1153,3819,0,0.0,1.0,1.0,0,10,123,10
42754744,0.98,38.355,0.273,0.073,0.48,0.27899999999999997,0.93,0.36200000000000004,4736,414,1196,166,2,0.0,1.0,0.0,0,11,159,19
43069058,0.985,22.916,0.05,0.005,0.1,0.47,0.408,0.107,732,191,656,1,1,0.0,1.0,0.0,0,7,158,17
43870029,0.973,566.379,0.10099999999999999,0.022000000000000002,0.423,0.191,0.722,0.179,516,46,96,28,0,0.0,1.0,0.0,0,9,102,11
43964510,0.982,2.535,0.127,0.145,0.262,0.22,1.186,0.632,8635,1707,1376,3266,67,0.0,0.0,0.0,0,13,119,9
44042861,0.971,4.485,0.0,0.006999999999999999,0.171,0.09699999999999999,0.633,0.354,2935,184,302,1,5,0.0,1.0,0.0,0,11,49,15
44335261,0.977,30.217,0.0,0.08900000000000001,0.256,0.382,1.306,0.381,1030,369,202,1,13,1.0,1.0,0.0,0,12,28,13
44451302,0.985,11.957,0.0,0.062,0.425,0.239,1.162,0.426,2035,209,168,216,2,0.0,1.0,0.0,0,8,32,16
45100798,0.982,3.44,0.0,0.006999999999999999,0.11199999999999999,0.052000000000000005,0.536,0.40399999999999997,3152,162,352,23,7,0.0,0.0,0.0,0,9,61,21
45307775,0.977,2.2880000000000003,0.0,0.305,0.013999999999999999,0.13,0.595,0.40299999999999997,6131,488,366,1058,10,0.0,0.0,0.0,0,7,62,8
45314390,0.9790000000000001,43.351000000000006,0.0,0.019,0.023,0.055999999999999994,0.406,0.39,1901,61,173,42,1,0.0,1.0,0.0,0,5,49,17
45529357,0.9840000000000001,5.943,0.0,0.075,0.28600000000000003,0.366,1.42,0.478,3902,290,347,918,12,1.0,0.0,0.0,0,10,116,11
45778279,0.9840000000000001,50.254,0.0,0.031,0.037000000000000005,0.45899999999999996,0.716,0.204,4357,231,152,90,0,0.0,1.0,1.0,0,6,37,20
46137662,0.97,411.23699999999997,0.0,0.113,0.055999999999999994,0.17600000000000002,0.496,0.235,18810,685,688,12,29,0.0,0.0,0.0,0,13,160,20
46334699,0.9790000000000001,20.541999999999998,0.0,0.026000000000000002,0.35,0.369,0.953,0.14,3302,370,934,103,7,0.0,1.0,0.0,0,14,76,15
47612213,0.971,83.649,0.0,0.015,0.187,0.522,1.291,0.10400000000000001,160,23,227,1,0,0.0,0.0,1.0,0,6,72,9
48034707,0.977,2.575,0.0,0.006999999999999999,0.131,0.133,0.679,0.39,6002,272,336,0,15,0.0,1.0,1.0,0,7,105,5
48182327,0.976,17.334,0.0,0.044000000000000004,0.271,0.4,0.946,0.177,1781,105,427,234,0,0.0,0.0,1.0,0,7,118,15
48652450,0.9790000000000001,31.934,0.0,0.008,0.026000000000000002,0.757,0.032,0.008,1184,75,138,0,0,0.0,1.0,1.0,0,7,88,17
48665791,0.976,20.595,0.0,0.026000000000000002,0.052000000000000005,0.7909999999999999,0.183,0.07400000000000001,14835,373,874,451,1,0.0,1.0,1.0,0,14,161,14
48989220,0.9490000000000001,14.042,0.0,0.303,0.166,0.021,0.737,0.509,13159,501,697,79,11,0.0,1.0,0.0,0,8,84,9
49044510,0.966,33.656,0.0,0.011000000000000001,0.483,0.217,1.033,0.17800000000000002,280,50,1273,8,1,0.0,0.0,0.0,0,7,16,17
49319803,0.9690000000000001,30.428,0.0,0.019,0.406,0.282,0.816,0.069,5237,245,241,115,4,1.0,0.0,0.0,0,9,158,24
49341424,0.977,,0.0,0.027000000000000003,0.125,0.106,1.058,0.483,611,87,173,1,1,1.0,1.0,0.0,0,11,160,17
49934607,0.97,53.181999999999995,0.0,0.027000000000000003,0.26,0.163,1.091,0.33899999999999997,835,111,768,36,0,0.0,0.0,0.0,0,7,31,18
49977491,0.988,30.098000000000003,0.0,0.005,0.129,0.479,0.56,0.16699999999999998,1187,44,136,19,1,0.0,1.0,0.0,0,8,63,6
50571065,0.97,346.346,0.0,0.027999999999999997,0.098,0.185,1.1640000000000001,0.433,2185,74,345,32,1,0.0,0.0,0.0,0,7,97,4
50585331,0.9890000000000001,25.967,0.0,0.066,0.319,0.11,0.659,0.374,148,249,548,1,1,0.0,1.0,1.0,0,15,97,16
50589337,0.9840000000000001,14.362,0.0,0.018000000000000002,0.076,0.759,0.19399999999999998,0.068,1073,89,237,53,1,0.0,1.0,1.0,0,15,143,16
50598277,0.9690000000000001,37.417,0.0,0.039,0.311,0.252,1.078,0.33,127,23,152,1,0,0.0,0.0,0.0,0,13,47,13
50619779,0.978,3.388,0.0,0.015,0.059000000000000004,0.263,0.496,0.17800000000000002,1601,147,405,9,3,0.0,1.0,1.0,0,12,160,13
50972738,0.98,16.823,0.0,0.083,0.26899999999999996,0.094,1.273,0.402,704,129,380,12,0,1.0,0.0,0.0,0,11,63,13
51005435,0.981,473.159,0.0,0.0,0.409,0.22699999999999998,1.341,0.114,57,76,650,0,0,0.0,0.0,0.0,0,14,33,15
51015996,0.9790000000000001,38.683,0.0,0.009000000000000001,0.162,0.44299999999999995,0.6940000000000001,0.21899999999999997,552,80,290,11,1,0.0,1.0,0.0,0,12,78,16
51037293,0.9740000000000001,10.702,0.0,0.049,0.214,0.121,1.156,0.614,4862,116,160,98,2,0.0,1.0,0.0,0,12,52,17
51150318,0.9790000000000001,21.71,0.0,0.015,0.23399999999999999,0.491,1.338,0.048,1652,412,1974,4,3,0.0,1.0,0.0,0,8,33,13
51738765,0.981,41.193000000000005,0.0,0.061,0.214,0.18899999999999997,0.955,0.509,1786,63,185,342,2,0.0,1.0,1.0,0,12,26,7
51780170,0.983,39.67,0.0,0.05,0.29100000000000004,0.358,0.391,0.218,238,45,99,39,0,0.0,0.0,0.0,0,12,150,12
52108988,0.981,58.591,0.0,0.043,0.053,0.36700000000000005,0.5539999999999999,0.389,10954,314,148,149,8,0.0,1.0,0.0,0,12,125,13
52157135,0.988,5.4670000000000005,0.0,0.023,0.53,0.23,0.5329999999999999,0.379,764,99,226,22,0,0.0,1.0,0.0,0,14,67,17
52491055,0.977,129.85,0.0,0.005,0.09699999999999999,0.05,0.23800000000000002,0.13,12197,415,382,116,21,0.0,1.0,1.0,0,8,160,16
53025684,0.9740000000000001,7.981,0.0,0.09699999999999999,0.17,0.047,1.041,0.674,5745,641,1221,95,5,0.0,1.0,0.0,0,9,139,10
53027768,0.9790000000000001,67.813,0.0,0.003,0.16899999999999998,0.314,0.9209999999999999,0.183,2703,170,635,4,0,0.0,0.0,1.0,0,7,37,15
53621838,0.981,74.48899999999999,0.0,0.002,0.114,0.565,0.897,0.171,2683,57,215,82,0,0.0,1.0,0.0,0,11,58,17
54556442,0.976,53.916000000000004,0.0,0.02,0.39,0.222,0.815,0.353,2064,238,590,26,5,0.0,1.0,1.0,0,11,101,19
54691030,0.975,4.895,0.0,0.071,0.04,0.114,0.425,0.214,709,116,112,124,2,0.0,1.0,1.0,0,11,32,11
54864334,0.981,9.457,0.0,0.031,0.213,0.314,0.599,0.21100000000000002,2893,160,227,71,4,0.0,1.0,0.0,0,12,143,13
54867711,0.978,24.295,0.0,0.042,0.188,0.215,1.3880000000000001,0.45299999999999996,1425,83,70,616,1,0.0,0.0,0.0,0,7,149,8
54911584,0.982,1.676,0.0,0.061,0.212,0.179,0.978,0.693,246,333,1598,10,0,0.0,0.0,1.0,0,15,132,17
55532545,0.9690000000000001,0.909,0.0,0.32899999999999996,0.14,0.025,0.631,0.447,4375,521,487,27,2,0.0,1.0,0.0,0,8,151,5
55550359,0.981,45.18600000000001,0.0,0.027000000000000003,0.27899999999999997,0.32799999999999996,0.852,0.21899999999999997,519,139,454,17,3,1.0,0.0,0.0,0,7,120,15
55590832,0.981,62.153,0.0,0.026000000000000002,0.748,0.16899999999999998,0.6559999999999999,0.308,1876,120,146,112,0,0.0,1.0,0.0,0,15,43,16
55819049,0.978,16.486,0.0,0.19399999999999998,0.228,0.142,0.904,0.485,13774,254,192,520,5,0.0,1.0,0.0,0,6,101,14
56326516,0.978,24.008000000000003,0.0,0.06,0.40700000000000003,0.344,1.675,0.11800000000000001,16195,5027,5530,6698,73,1.0,1.0,0.0,0,12,161,15
56345134,0.983,27.923000000000002,0.0,0.142,0.261,0.515,1.124,0.23,3885,2812,1988,966,45,0.0,1.0,0.0,0,8,26,3
56466070,0.98,116.56,0.0,0.019,0.102,0.174,1.082,0.475,9147,100,162,369,4,0.0,1.0,1.0,0,7,22,8
56662794,0.968,,0.0,0.0,0.268,0.23199999999999998,0.929,0.196,80,54,187,46,1,1.0,1.0,0.0,0,10,18,16
56697655,0.981,37.384,0.0,0.017,0.092,0.23199999999999998,0.33799999999999997,0.174,2146,76,156,39,1,0.0,1.0,0.0,0,7,41,9
56706947,0.975,38.683,0.0,0.008,0.34600000000000003,0.371,1.344,0.19,684,65,281,1,0,0.0,1.0,0.0,0,11,93,12
56966762,0.987,20.513,0.0,0.006999999999999999,0.042,0.376,0.444,0.08800000000000001,351,28,76,3,1,0.0,0.0,1.0,0,10,129,18
57365720,0.975,45.068999999999996,0.0,0.011000000000000001,0.301,0.41200000000000003,1.0859999999999999,0.09,6351,98,75,127,4,1.0,1.0,0.0,0,7,3,3
57928664,0.983,52.458,0.0,0.045,0.081,0.16399999999999998,1.0979999999999999,0.654,9372,179,723,87,0,0.0,0.0,0.0,0,9,38,21
59083826,0.97,,0.0,0.003,0.452,0.516,0.84,0.045,537,117,552,4,1,0.0,1.0,1.0,0,15,141,16
59402800,0.972,,0.0,0.0,0.289,0.22899999999999998,0.715,0.138,446,84,418,4,1,0.0,0.0,0.0,0,9,140,9
60508255,0.9940000000000001,2.127,0.0,0.027000000000000003,0.036000000000000004,0.565,0.8690000000000001,0.223,5999,258,770,14,2,0.0,1.0,1.0,0,15,20,12
61198155,0.978,86.42299999999999,0.0,0.013999999999999999,0.07400000000000001,0.092,0.8029999999999999,0.485,11156,148,104,18,5,0.0,1.0,1.0,0,11,99,12
61452320,0.988,34.830999999999996,0.0,0.07200000000000001,0.361,0.349,0.506,0.22899999999999998,139,53,53,0,1,1.0,1.0,0.0,0,15,52,17
61513445,0.966,27.393,0.0,0.024,0.316,0.013000000000000001,0.725,0.484,567,77,171,6,0,0.0,0.0,0.0,0,9,117,7
61794519,0.9590000000000001,25.14,0.0,0.06,0.5,0.18,0.98,0.16,77,14,18,1,1,1.0,1.0,0.0,0,10,146,15
62017536,0.985,,0.0,0.022000000000000002,0.302,0.223,1.0,0.353,235,78,152,55,0,0.0,1.0,0.0,0,11,54,20
62364690,0.9790000000000001,4.755,0.0,0.42700000000000005,0.111,0.14800000000000002,0.953,0.562,25575,1672,802,2329,52,0.0,1.0,0.0,0,7,55,19
63517006,0.982,18.509,0.0,0.062,0.045,0.107,0.812,0.536,120,62,183,27,0,0.0,0.0,1.0,0,13,47,7
63822625,0.978,32.785,0.0,0.024,0.124,0.209,0.47600000000000003,0.20800000000000002,1130,88,111,97,4,0.0,1.0,0.0,0,11,32,5
64967572,0.965,30.608,0.0,0.052000000000000005,0.036000000000000004,0.34600000000000003,0.938,0.14300000000000002,79876,473,299,203,16,0.0,0.0,1.0,0,12,55,8
66092090,0.978,37.867,0.0,0.031,0.147,0.10800000000000001,0.326,0.212,613,46,105,46,0,0.0,1.0,0.0,0,7,51,17
67002064,0.9790000000000001,48.603,0.0,0.009000000000000001,0.147,0.083,1.0859999999999999,0.38799999999999996,4288,126,199,5,1,1.0,1.0,0.0,0,10,79,9
67006908,0.976,7.767,0.0,0.024,0.44299999999999995,0.302,1.159,0.301,3896,369,250,20,10,1.0,0.0,0.0,0,9,114,20
69654626,0.968,0.31,0.0,0.0,0.172,0.172,0.69,0.483,44,4,12,1,1,1.0,1.0,0.0,0,8,146,10
