id,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
37889070,5561,587,295,4,9,0.0,1.0,1.0,0,9,152,15
37922072,3526,257,473,8,1,0.0,1.0,0.0,0,14,66,16
38002859,371,413,70,9,6,0.0,0.0,1.0,0,15,25,16
38223194,1361,149,463,289,2,0.0,0.0,1.0,0,14,33,15
38730407,887,280,502,13,1,0.0,1.0,0.0,0,15,96,17
38972677,3276,125,549,224,2,0.0,1.0,1.0,0,14,73,14
39721490,971,48,112,8,1,1.0,1.0,0.0,0,10,55,11
39748948,8173,231,433,413,3,0.0,1.0,0.0,0,15,115,16
41780152,728,120,406,16,1,0.0,1.0,1.0,0,11,27,17
41785738,350,46,115,240,1,0.0,0.0,0.0,0,11,60,14
42676920,9626,508,1153,3819,0,0.0,1.0,1.0,0,10,123,10
42754744,4736,414,1196,166,2,0.0,1.0,0.0,0,11,159,19
43069058,732,191,656,1,1,0.0,1.0,0.0,0,7,158,17
43870029,516,46,96,28,0,0.0,1.0,0.0,0,9,102,11
43964510,8635,1707,1376,3266,67,0.0,0.0,0.0,0,13,119,9
44042861,2935,184,302,1,5,0.0,1.0,0.0,0,11,49,15
44335261,1030,369,202,1,13,1.0,1.0,0.0,0,12,28,13
44451302,2035,209,168,216,2,0.0,1.0,0.0,0,8,32,16
45100798,3152,162,352,23,7,0.0,0.0,0.0,0,9,61,21
45307775,6131,488,366,1058,10,0.0,0.0,0.0,0,7,62,8
45529357,3902,290,347,918,12,1.0,0.0,0.0,0,10,116,11
45778279,4357,231,152,90,0,0.0,1.0,1.0,0,6,37,20
46137662,18810,685,688,12,29,0.0,0.0,0.0,0,13,160,20
46334699,3302,370,934,103,7,0.0,1.0,0.0,0,14,76,15
47612213,160,23,227,1,0,0.0,0.0,1.0,0,6,72,9
48034707,6002,272,336,0,15,0.0,1.0,1.0,0,7,105,5
48182327,1781,105,427,234,0,0.0,0.0,1.0,0,7,118,15
48652450,1184,75,138,0,0,0.0,1.0,1.0,0,7,88,17
48989220,13159,501,697,79,11,0.0,1.0,0.0,0,8,84,9
49044510,280,50,1273,8,1,0.0,0.0,0.0,0,7,16,17
49319803,5237,245,241,115,4,1.0,0.0,0.0,0,9,158,24
49341424,611,87,173,1,1,1.0,1.0,0.0,0,11,160,17
49934607,835,111,768,36,0,0.0,0.0,0.0,0,7,31,18
49977491,1187,44,136,19,1,0.0,1.0,0.0,0,8,63,6
50571065,2185,74,345,32,1,0.0,0.0,0.0,0,7,97,4
50585331,148,249,548,1,1,0.0,1.0,1.0,0,15,97,16
50589337,1073,89,237,53,1,0.0,1.0,1.0,0,15,143,16
50598277,127,23,152,1,0,0.0,0.0,0.0,0,13,47,13
50619779,1601,147,405,9,3,0.0,1.0,1.0,0,12,160,13
50972738,704,129,380,12,0,1.0,0.0,0.0,0,11,63,13
51005435,57,76,650,0,0,0.0,0.0,0.0,0,14,33,15
51015996,552,80,290,11,1,0.0,1.0,0.0,0,12,78,16
51037293,4862,116,160,98,2,0.0,1.0,0.0,0,12,52,17
51150318,1652,412,1974,4,3,0.0,1.0,0.0,0,8,33,13
51738765,1786,63,185,342,2,0.0,1.0,1.0,0,12,26,7
51780170,238,45,99,39,0,0.0,0.0,0.0,0,12,150,12
52157135,764,99,226,22,0,0.0,1.0,0.0,0,14,67,17
53025684,5745,641,1221,95,5,0.0,1.0,0.0,0,9,139,10
53027768,2703,170,635,4,0,0.0,0.0,1.0,0,7,37,15
53621838,2683,57,215,82,0,0.0,1.0,0.0,0,11,58,17
54556442,2064,238,590,26,5,0.0,1.0,1.0,0,11,101,19
54691030,709,116,112,124,2,0.0,1.0,1.0,0,11,32,11
54864334,2893,160,227,71,4,0.0,1.0,0.0,0,12,143,13
54867711,1425,83,70,616,1,0.0,0.0,0.0,0,7,149,8
54911584,246,333,1598,10,0,0.0,0.0,1.0,0,15,132,17
55550359,519,139,454,17,3,1.0,0.0,0.0,0,7,120,15
55590832,1876,120,146,112,0,0.0,1.0,0.0,0,15,43,16
55819049,13774,254,192,520,5,0.0,1.0,0.0,0,6,101,14
56326516,16195,5027,5530,6698,73,1.0,1.0,0.0,0,12,161,15
56345134,3885,2812,1988,966,45,0.0,1.0,0.0,0,8,26,3
56466070,9147,100,162,369,4,0.0,1.0,1.0,0,7,22,8
56662794,80,54,187,46,1,1.0,1.0,0.0,0,10,18,16
56706947,684,65,281,1,0,0.0,1.0,0.0,0,11,93,12
56966762,351,28,76,3,1,0.0,0.0,1.0,0,10,129,18
57365720,6351,98,75,127,4,1.0,1.0,0.0,0,7,3,3
57928664,9372,179,723,87,0,0.0,0.0,0.0,0,9,38,21
59083826,537,117,552,4,1,0.0,1.0,1.0,0,15,141,16
59402800,446,84,418,4,1,0.0,0.0,0.0,0,9,140,9
60508255,5999,258,770,14,2,0.0,1.0,1.0,0,15,20,12
61198155,11156,148,104,18,5,0.0,1.0,1.0,0,11,99,12
61452320,139,53,53,0,1,1.0,1.0,0.0,0,15,52,17
61513445,567,77,171,6,0,0.0,0.0,0.0,0,9,117,7
61794519,77,14,18,1,1,1.0,1.0,0.0,0,10,146,15
62017536,235,78,152,55,0,0.0,1.0,0.0,0,11,54,20
62364690,25575,1672,802,2329,52,0.0,1.0,0.0,0,7,55,19
63517006,120,62,183,27,0,0.0,0.0,1.0,0,13,47,7
63822625,1130,88,111,97,4,0.0,1.0,0.0,0,11,32,5
64967572,79876,473,299,203,16,0.0,0.0,1.0,0,12,55,8
66092090,613,46,105,46,0,0.0,1.0,0.0,0,7,51,17
67002064,4288,126,199,5,1,1.0,1.0,0.0,0,10,79,9
67006908,3896,369,250,20,10,1.0,0.0,0.0,0,9,114,20
69654626,44,4,12,1,1,1.0,1.0,0.0,0,8,146,10
69843045,2277,150,536,33,5,0.0,1.0,0.0,0,10,3,14
69892452,326,444,620,1524,1,0.0,1.0,1.0,0,10,64,7
70735118,3730,220,282,34,6,0.0,1.0,1.0,0,11,48,16
71295474,2060,100,164,19,0,0.0,1.0,1.0,0,15,58,9
71336448,787,63,161,43,1,1.0,0.0,0.0,0,7,84,18
71366031,640,77,227,13,1,0.0,1.0,0.0,0,8,116,13
71495570,2475,207,356,38,1,0.0,1.0,0.0,0,13,36,20
71522541,1334,94,338,97,0,0.0,1.0,1.0,0,12,148,19
71582266,1349,161,546,1609,5,0.0,0.0,1.0,0,7,155,17
72149178,1533,96,168,46,0,0.0,1.0,1.0,0,12,151,15
72314987,413,42,275,42,0,0.0,0.0,0.0,0,15,144,16
72816504,2185,64,262,173,0,0.0,0.0,0.0,0,10,31,7
72890647,8713,563,774,6688,11,0.0,1.0,1.0,0,9,157,20
72967193,650,95,139,2,0,1.0,0.0,0.0,0,7,143,12
73627373,2617,128,324,63,3,0.0,1.0,1.0,0,9,81,19
73799359,268,120,429,76,0,0.0,1.0,1.0,0,12,150,16
74147053,1110,179,2000,0,1,0.0,1.0,0.0,0,10,27,14
74156552,4707,1772,1771,23,8,0.0,0.0,0.0,0,7,78,7
74486653,1447,252,667,2,2,0.0,1.0,1.0,0,14,20,16
74544145,3020,516,443,225,3,0.0,0.0,0.0,0,6,129,15
75270480,302,56,156,12,4,0.0,1.0,0.0,0,15,154,16
75320990,1809,102,392,18,1,1.0,1.0,0.0,0,12,62,10
75386921,271,21,63,8,1,0.0,1.0,0.0,0,12,98,13
75522479,8890,189,283,176,2,1.0,0.0,0.0,0,8,141,16
75777355,13300,238,158,1905,5,0.0,1.0,1.0,0,12,50,8
76286424,6212,369,198,103,5,0.0,0.0,1.0,0,8,110,7
76982240,1570,243,761,388,9,0.0,1.0,1.0,0,11,113,19
77165019,1111,84,601,0,3,1.0,1.0,0.0,0,7,22,9
77243029,4812,575,860,30,18,0.0,0.0,0.0,0,11,118,12
77528520,34098,13890,12773,85,486,0.0,1.0,0.0,0,10,54,18
78116487,6273,588,868,16,9,0.0,1.0,1.0,0,12,58,13
78719596,183,17,78,3,1,0.0,1.0,0.0,0,9,123,13
80000814,8387,214,314,3049,11,0.0,0.0,0.0,0,7,169,8
81056258,1373,281,405,127,3,0.0,1.0,0.0,0,7,71,7
81218261,33,20,95,0,0,0.0,0.0,0.0,0,8,85,15
81239268,2636,54,100,0,0,0.0,1.0,1.0,0,13,53,22
81352611,3199,111,216,289,7,0.0,1.0,0.0,0,13,159,15
81592426,16037,635,320,86,16,0.0,0.0,0.0,0,14,151,15
81680710,5756,554,1853,32,10,0.0,0.0,0.0,0,10,57,8
81915249,4712,469,1988,98,5,0.0,1.0,1.0,0,12,46,14
82068999,1497,153,308,121,3,0.0,0.0,1.0,0,7,15,9
82324675,1959,289,364,56,1,0.0,1.0,1.0,0,8,110,17
82837121,7838,213,506,180,9,0.0,1.0,1.0,0,7,102,7
83087554,1476,125,187,0,0,1.0,1.0,0.0,0,10,163,26
83236897,5367,409,1159,27,25,0.0,1.0,1.0,0,14,85,18
83338869,1407,263,414,72,4,0.0,0.0,1.0,0,9,85,5
83581269,873,122,427,33,2,1.0,1.0,0.0,0,8,140,12
84114885,2396,46,68,154,0,0.0,1.0,0.0,0,8,3,8
84214494,1913,151,1172,171,0,0.0,1.0,1.0,0,8,151,17
84426046,96,23,60,1,0,0.0,0.0,0.0,0,8,72,17
84561646,540,116,220,45,1,1.0,0.0,0.0,0,13,71,18
84596057,21069,2221,1636,944,26,0.0,0.0,1.0,0,15,151,15
85184915,6256,517,34,264,3,0.0,0.0,1.0,0,12,138,11
85305729,4043,126,126,98,1,0.0,1.0,1.0,0,13,45,16
85391583,6213,245,153,0,11,0.0,1.0,1.0,0,8,86,12
85637186,4418,111,282,146,1,0.0,1.0,0.0,0,10,159,18
85668015,478,34,77,2,0,0.0,1.0,1.0,0,6,57,13
85866409,6631,292,611,66,3,0.0,1.0,0.0,0,5,147,8
86036102,93,18,186,28,0,0.0,0.0,0.0,0,15,97,11
86353404,802,44,63,29,0,0.0,1.0,0.0,0,12,114,13
86525417,315,44,138,9,0,1.0,1.0,0.0,0,7,131,7
86561552,831,75,217,519,0,0.0,0.0,1.0,0,12,51,8
86612717,277,35,139,0,1,0.0,1.0,1.0,0,12,103,12
86741673,4082,244,294,257,0,0.0,1.0,0.0,0,12,94,14
86981924,334,21,368,3,0,0.0,0.0,0.0,0,10,20,13
87654715,299,29,28,3,0,0.0,1.0,0.0,0,5,84,17
88528666,319,40,53,1,0,1.0,1.0,0.0,0,15,160,20
89237976,549,123,213,2,0,0.0,1.0,1.0,0,13,123,15
89734891,618,22,125,207,0,0.0,1.0,1.0,0,15,87,27
91303893,421,48,96,1,0,0.0,0.0,1.0,0,10,48,5
92225723,1205,233,40,29,1,0.0,1.0,0.0,0,8,160,15
92403540,1667,408372,194,4,744,0.0,0.0,0.0,0,9,37,16
93259719,9057,504,401,3891,9,0.0,1.0,1.0,0,12,93,19
93648877,294,30,96,4,0,0.0,0.0,0.0,0,10,23,8
94841494,294,42,81,13,0,0.0,1.0,1.0,0,15,139,8
95008519,508,479,261,0,17,0.0,1.0,0.0,0,14,64,15
95243555,4476,612,257,267,35,0.0,1.0,0.0,0,14,83,10
95452901,1132,131,193,4,1,1.0,1.0,0.0,0,12,122,20
96338067,364,74,182,4,1,1.0,0.0,0.0,0,8,53,16
96586973,1181,55,271,6,0,0.0,0.0,0.0,0,5,110,17
98481107,360,95,213,1,0,0.0,1.0,1.0,0,9,58,16
98913291,28,19,253,12,0,1.0,1.0,0.0,0,7,4,18
100459808,159,27,255,2,0,1.0,0.0,0.0,0,10,69,13
100996879,649,68,178,60,1,1.0,1.0,0.0,0,8,76,9
101503282,2264,169,1021,30,2,0.0,1.0,0.0,0,12,16,19
102422355,67,15,76,0,0,0.0,1.0,1.0,0,12,155,11
102760709,3833,111,216,0,1,0.0,1.0,1.0,0,10,65,18
103055195,76,30,96,8,0,0.0,0.0,1.0,0,9,26,8
103304208,495,34,68,5,0,1.0,0.0,0.0,0,5,98,18
104235671,2349,76,377,8,0,0.0,1.0,0.0,0,14,84,15
104566770,10619,11089,565,776,245,0.0,1.0,1.0,0,9,52,18
104754590,820,227,521,20,5,0.0,0.0,0.0,0,11,3,12
104770020,758,102,254,2,2,0.0,1.0,0.0,0,9,17,20
104775098,1065,144,543,156,0,1.0,0.0,0.0,0,9,110,17
104818930,380,65,186,1,0,0.0,1.0,0.0,0,11,115,17
104897833,9971,1271,619,10146,15,0.0,1.0,0.0,0,9,68,11
105128951,117,53,56,1,2,0.0,0.0,0.0,0,10,23,12
105429377,14467,1612,1581,431,10,0.0,0.0,0.0,0,10,101,6
105496654,1869,95,135,42,0,0.0,1.0,0.0,0,9,134,11
106456147,504,133,270,1,3,0.0,0.0,0.0,0,10,64,10
107216254,360,190,620,12,0,0.0,1.0,0.0,0,13,92,17
107421428,2620,357,826,17,1,0.0,1.0,1.0,0,10,95,12
107990833,3461,239,348,458,4,0.0,0.0,0.0,0,10,64,10
108148833,9966,115,454,60,10,0.0,0.0,0.0,0,9,108,15
108557681,2765,2698,261,56,159,0.0,0.0,0.0,0,13,100,10
109079114,24057,1076,840,69,36,1.0,1.0,0.0,0,10,105,10
110273768,30909,2818,3032,1981,87,0.0,1.0,0.0,0,7,152,17
110439086,2685,68,258,585,1,0.0,0.0,1.0,0,15,10,15
110942781,161,72,14,3,2,0.0,1.0,0.0,0,8,34,19
111354131,2656,95,174,224,3,0.0,1.0,1.0,0,6,60,16
111924058,16955,3286,2743,2,87,0.0,0.0,0.0,0,5,24,4
112745297,4067,777,1995,347,22,0.0,0.0,0.0,0,12,40,12
113487244,4190,140,190,46,0,0.0,1.0,0.0,0,8,14,6
113746083,14246,932,781,4047,30,0.0,1.0,0.0,0,14,158,16
114467204,594,44,91,0,0,0.0,0.0,0.0,0,8,57,13
114541436,360,81,182,78,0,0.0,1.0,1.0,0,14,136,15
115340992,707,27,59,1,1,1.0,0.0,0.0,0,11,36,7
115349856,444,125,452,16,4,0.0,0.0,0.0,0,9,119,18
115955798,15131,2107,1898,1170,28,0.0,0.0,0.0,0,7,157,7
116190007,5936,200,461,81,4,0.0,1.0,1.0,0,13,56,11
116538160,540,57,104,14,0,0.0,0.0,0.0,0,11,160,2
117463248,889,201,500,7,5,1.0,1.0,0.0,0,8,28,14
117708359,3980,625,268,267,8,1.0,0.0,0.0,0,10,135,10
117755159,5558,872,625,3146,7,0.0,0.0,0.0,0,11,31,9
118024286,1656,126,650,20,0,0.0,0.0,1.0,0,13,76,20
118339229,3139,237,487,32,7,0.0,1.0,0.0,0,15,106,15
118898139,5660,554,937,6,23,0.0,1.0,1.0,0,7,158,11
119065059,476,347,431,4,8,0.0,0.0,1.0,0,13,84,13
123582130,63,10,41,10,0,1.0,0.0,0.0,0,7,58,17
123912727,621,25,135,2,0,0.0,1.0,0.0,0,7,137,12
124439362,160,53,487,1,1,1.0,0.0,0.0,0,12,82,11
124578978,9410,577,776,448,7,0.0,1.0,1.0,0,5,77,10
125088832,777,87,305,0,2,1.0,1.0,0.0,0,13,114,17
126727689,10378,286,538,321,3,1.0,0.0,0.0,0,10,97,14
126737626,622,49,218,7,1,1.0,0.0,0.0,0,14,104,14
128587032,1550,235,533,5,3,1.0,1.0,0.0,0,8,111,18
129214047,6634,326,423,136,1,0.0,1.0,1.0,0,5,94,19
129586152,112,154,257,0,1,0.0,0.0,1.0,0,15,87,7
130766020,1671,86,80,50,2,0.0,0.0,1.0,0,9,28,7
131435310,887,547,1416,179,2,0.0,1.0,1.0,0,12,68,7
132104173,36944,582,437,702,10,0.0,1.0,0.0,0,10,136,13
132128902,200,43,203,2,2,0.0,0.0,0.0,0,6,11,16
132182052,104,63,295,0,1,0.0,0.0,0.0,0,13,12,15
132621562,101,22,29,3,0,1.0,1.0,0.0,0,8,124,12
132888488,1358,119,626,136,0,0.0,1.0,1.0,0,7,110,6
132983450,288,11,68,9,0,0.0,0.0,0.0,0,8,88,17
133447001,883,1047,1516,7,10,0.0,0.0,1.0,0,13,58,12
134526134,8662,172,115,31,1,0.0,1.0,1.0,0,12,132,10
134803800,1352,1403,1442,287,6,0.0,1.0,0.0,0,11,29,19
135111235,639,136,471,12,1,0.0,1.0,1.0,0,6,21,6
135248338,441,36,166,0,0,1.0,0.0,0.0,0,12,32,17
135441917,5369,300,102,28,3,1.0,1.0,0.0,0,15,113,14
135525784,30010,478,261,659,13,0.0,1.0,0.0,0,8,97,5
135894129,3366,78,215,6,0,0.0,0.0,1.0,0,10,100,7
136622745,1529,315,706,1409,1,0.0,0.0,1.0,0,7,22,7
136692380,2212,117,287,2,2,1.0,0.0,0.0,0,14,75,15
137390297,252,53,411,6,0,0.0,1.0,1.0,0,10,41,15
138322603,272,106,232,106,0,0.0,0.0,0.0,0,10,34,6
138438793,3088,221,561,723,0,0.0,1.0,0.0,0,13,71,20
138529938,629,61,179,236,1,0.0,1.0,0.0,0,8,36,20
138867555,3134,162,369,422,5,0.0,1.0,0.0,0,15,157,15
140030010,4145,3137,142,24,58,0.0,1.0,1.0,0,14,23,8
140191830,236,71,109,225,0,0.0,1.0,0.0,0,8,27,6
140410819,520,101,286,98,1,0.0,0.0,1.0,0,15,85,15
141669233,9824,195,117,102,8,0.0,1.0,0.0,0,15,101,7
142238323,493,300,310,3,6,1.0,1.0,0.0,0,14,90,17
142335653,6475,438,938,983,3,0.0,0.0,0.0,0,7,52,7
143990497,137,13,48,4,0,0.0,1.0,0.0,0,12,89,7
144207876,1257,160,243,259,1,0.0,0.0,0.0,0,13,163,17
144305807,5671,210,235,161,3,0.0,1.0,0.0,0,8,58,21
145748083,1149,45,85,19,0,0.0,1.0,0.0,0,8,52,13
146093361,4323,80,40,99,2,0.0,1.0,1.0,0,14,123,11
148536610,1063,88,228,35,1,0.0,1.0,0.0,0,12,36,17
149278846,106,74,334,0,0,0.0,0.0,0.0,0,13,89,19
150026364,1368,252,627,98,1,0.0,1.0,1.0,0,9,164,3
150307637,770,42,149,28,0,0.0,1.0,0.0,0,11,36,12
150983977,5755,201,165,3,0,0.0,1.0,1.0,0,15,38,15
151590831,3907,315,460,31,5,0.0,1.0,0.0,0,8,50,3
151602547,1465,61,158,38,2,0.0,1.0,0.0,0,12,38,10
151832482,3653,84,118,23,0,1.0,1.0,0.0,0,7,98,5
153094652,3569,127,290,4,3,0.0,1.0,1.0,0,12,106,18
153324815,8707,1053,448,400,30,0.0,0.0,0.0,0,8,122,6
154267358,1254,54,219,2,0,0.0,1.0,1.0,0,12,54,11
154624409,257,43,64,15,0,0.0,1.0,1.0,0,10,143,16
155845161,3204,120,253,4,0,0.0,1.0,1.0,0,12,136,13
157290467,1875,97,198,525,0,0.0,1.0,0.0,0,13,122,6
158859711,1287,22,105,4,0,1.0,1.0,0.0,0,10,18,11
159923003,6793,210,175,23,2,0.0,0.0,1.0,0,13,33,15
159931202,431,29,195,12,0,1.0,1.0,0.0,0,15,96,7
160466484,32223,4053,956,3025,54,0.0,0.0,0.0,0,8,31,5
160883386,107,89,81,4,0,1.0,1.0,0.0,0,13,162,15
161612145,8679,274,251,257,37,0.0,1.0,0.0,0,8,33,13
161845690,5707,281,259,2535,1,0.0,0.0,0.0,0,15,158,16
163025432,485,423,400,0,1,1.0,1.0,0.0,0,13,82,14
163354973,834,102,252,15,0,1.0,1.0,0.0,0,12,133,20
163425928,666,33,135,1,0,0.0,1.0,1.0,0,13,15,20
163932767,6812,163,445,253,2,0.0,1.0,0.0,0,13,125,16
164074870,1462,68,96,6,0,0.0,0.0,0.0,0,9,68,17
165042220,746,61,203,9,0,0.0,0.0,0.0,0,8,91,17
165751518,28833,329,588,61,11,0.0,1.0,1.0,0,9,154,8
166094049,1583,46,98,3756,2,1.0,1.0,0.0,0,9,84,14
168422352,572,133,209,37,0,0.0,1.0,0.0,0,10,35,13
168761446,2917,395,700,12,8,0.0,0.0,0.0,0,8,59,6
170352080,12381,297,215,259,3,0.0,1.0,1.0,0,14,127,13
170384943,5299,1218,554,13,18,0.0,1.0,0.0,0,9,160,6
170642321,2511,66,58,0,0,0.0,0.0,0.0,0,10,130,4
170649757,9,19,139,3,0,1.0,1.0,0.0,0,11,160,6
170745775,154,45,94,6,0,1.0,1.0,0.0,0,14,24,14
171422343,861,32,93,2,1,1.0,0.0,0.0,0,14,124,22
173006814,716,149,428,109,0,0.0,0.0,1.0,0,12,13,13
173164569,4428,1228,970,934,4,0.0,0.0,0.0,0,15,53,10
173662542,9115,464,410,3531,9,1.0,1.0,0.0,0,13,61,13
173788566,259,97,126,53,0,1.0,0.0,0.0,0,9,137,16
174747861,18470,1341,2002,4279,7,0.0,1.0,1.0,0,12,117,19
174762418,2493,275,549,8,0,0.0,0.0,1.0,0,15,89,7
176362396,1549,92,469,399,0,0.0,1.0,1.0,0,11,26,11
178507135,47918,3074,1686,434,42,0.0,0.0,1.0,0,12,160,6
181191549,280,117,184,4,1,0.0,0.0,1.0,0,6,157,18
181477746,12834,678,337,1903,12,1.0,1.0,0.0,0,10,32,20
182342223,1172,206,341,77,1,0.0,0.0,0.0,0,12,154,20
183148817,32448,1330,1609,834,23,1.0,1.0,0.0,0,15,133,13
183149280,144,58,194,67,0,0.0,1.0,1.0,0,7,25,5
183201799,4392,418,1020,6,1,0.0,0.0,1.0,0,9,107,17
183559621,3450,127,123,11,3,0.0,0.0,1.0,0,9,38,18
184102704,691,61,153,34,0,1.0,1.0,0.0,0,14,142,15
184812764,6554,411,560,637,10,0.0,1.0,1.0,0,14,57,14
185390609,1824,156,91,57,4,0.0,0.0,0.0,0,5,64,18
187185454,3110,128,178,63,2,0.0,1.0,0.0,0,10,87,10
