id,avg_friends_listed_count,avg_friends_default_profile,avg_friends_geo_enabled,avg_friends_profile_background_tile,friend_Bot_rate,avg_friends_sn_length,avg_friends_desc_length,avg_friends_name_length,ff_ratio,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,profile_background_tile,Bot,sn_length,desc_length,name_length
118898139,203.1,0.0,0.8,0.0,0.0,8.9,107.3,14.9,86.00826446280992,5660,554,937,6,23,0.0,1.0,1.0,0,7,158,11
119065059,217.5,0.0,0.75,0.25,0.0,12.75,94.75,16.0,301.0010515247108,476,347,431,4,8,0.0,0.0,1.0,0,13,84,13
128587032,345.25,0.0,0.375,0.0,0.0,10.5,78.625,14.25,89.00374531835206,1550,235,533,5,3,1.0,1.0,0.0,0,8,111,18
131435310,85.462,0.154,0.385,0.5379999999999999,0.0,10.923,111.538,15.385,1965.0004992511233,887,547,1416,179,2,0.0,1.0,1.0,0,12,68,7
160466484,58.026,0.179,0.564,0.385,0.0,10.923,90.71799999999999,12.949000000000002,3814.000664451827,32223,4053,956,3025,54,0.0,0.0,0.0,0,8,31,5
163354973,729.5,0.0,0.5,0.0,0.0,12.0,52.5,16.0,553.0006915629323,834,102,252,15,0,1.0,1.0,0.0,0,12,133,20
245430145,272.66700000000003,0.0,0.667,0.667,0.0,14.333,84.667,13.667,280.015625,518,148,488,17,0,0.0,1.0,0.0,0,12,17,11
264333523,195.429,0.14300000000000002,0.857,0.14300000000000002,0.0,10.571,78.0,15.571,2527.0033444816054,3134,191,778,80,2,0.0,1.0,1.0,0,5,53,15
296876973,298.83299999999997,0.16699999999999998,0.667,0.16699999999999998,0.0,9.667,65.5,15.833,101.003861003861,3266,384,1172,39,6,1.0,1.0,0.0,0,9,112,13
300796010,159.13299999999998,0.2,0.467,0.267,0.0,10.333,121.4,16.333,127.002457002457,1128,396,1158,8,1,1.0,1.0,0.0,0,10,80,11
321425967,79.25,0.083,0.667,0.25,0.0,10.917,104.5,14.167,850.0005417118093,1171,1158,550,12,18,0.0,1.0,0.0,0,15,87,16
374488191,368.75,0.0,1.0,0.25,0.0,10.5,101.0,15.5,166.00350877192983,1066,239,775,61,0,0.0,0.0,1.0,0,11,160,11
425840466,137.143,0.0,0.5710000000000001,0.28600000000000003,0.0,9.714,93.0,12.571,88.00574712643679,7760,768,336,1304,18,0.0,1.0,0.0,0,13,64,8
427674701,311.33299999999997,0.0,1.0,0.33299999999999996,0.0,12.0,97.0,15.0,13.027777777777779,559,108,571,263,0,0.0,1.0,1.0,0,15,116,16
444833485,394.0,0.5,1.0,0.0,0.0,13.5,114.5,15.5,48.0125,622,106,203,63,4,0.0,1.0,1.0,0,8,99,19
466489818,303.16700000000003,0.0,0.5,0.33299999999999996,0.0,10.5,95.167,16.167,284.00373134328356,863,243,904,5,1,0.0,0.0,0.0,0,14,90,8
531280420,483.333,0.0,1.0,0.33299999999999996,0.0,11.0,77.0,16.333,135.00389105058366,1033,181,279,6,8,0.0,0.0,0.0,0,11,110,13
862068776,363.0,0.0,1.0,0.5,0.0,11.5,114.0,16.5,46.015151515151516,116,52,201,4,0,0.0,0.0,1.0,0,14,70,14
5863152,124.852,0.07400000000000001,0.7040000000000001,0.185,0.0,10.0,91.037,14.037,36.00561797752809,3951,2842,1903,353,156,0.0,1.0,1.0,0,8,94,13
6677972,468.4,0.0,0.6,0.0,0.0,10.2,51.6,14.8,180.0064935064935,2201,335,1956,11,3,0.0,1.0,1.0,0,15,111,16
7246122,226.75,0.0,1.0,0.0,0.0,11.75,48.75,13.5,111.00338983050847,1791,364,373,38,10,0.0,0.0,1.0,0,12,44,8
7773732,182.90900000000002,0.091,0.727,0.182,0.0,10.727,85.818,14.545,628.0009182736455,9623,3566,803,1574,153,0.0,0.0,0.0,0,6,108,19
8029522,528.0,0.0,0.667,0.0,0.0,9.0,84.667,18.333,70.0047619047619,2745,337,405,63,5,0.0,1.0,1.0,0,10,154,17
12551742,263.25,0.0,0.75,0.25,0.0,12.25,104.5,12.75,379.0041841004184,7734,3300,311,151,164,0.0,1.0,0.0,0,15,72,15
19701419,228.5,0.25,0.5,0.0,0.0,11.0,83.5,16.25,1013.0006901311249,3941,482,555,288,13,0.0,1.0,1.0,0,15,158,16
20681942,255.333,0.0,0.667,0.111,0.0,11.222000000000001,103.444,15.556,17.023809523809526,2488,561,892,103,24,0.0,1.0,0.0,0,10,3,12
22521283,178.75,0.083,0.5,0.083,0.0,11.417,94.417,14.75,464.0030303030303,22346,4371,1182,56,243,0.0,1.0,1.0,0,8,125,17
22840934,715.0,0.0,1.0,0.0,0.0,15.0,68.0,16.0,152.0033222591362,2769,272,155,129,12,0.0,1.0,1.0,0,9,143,13
40337017,337.0,0.2,0.6,0.0,0.0,9.2,114.4,15.4,70.00314465408805,1104,627,1036,37,1,0.0,0.0,0.0,0,15,160,15
86538176,477.667,0.33299999999999996,0.667,0.0,0.0,11.0,70.0,18.0,2639.000573723465,3298,463,685,0,15,0.0,1.0,0.0,0,9,94,14
86626503,163.143,0.14300000000000002,0.857,0.14300000000000002,0.0,10.142999999999999,83.0,16.0,89.00487804878048,704,346,1375,7,2,0.0,1.0,1.0,0,13,142,14
91696007,180.75,0.25,0.625,0.125,0.0,9.375,56.5,15.125,1170.0006090133984,1378,269,622,17,1,0.0,1.0,0.0,0,7,88,7
98127075,366.5,0.5,0.5,0.0,0.0,13.5,61.0,14.0,320.0012610340479,521,58,266,0,2,0.0,1.0,0.0,0,7,108,9
126611558,153.619,0.048,0.7140000000000001,0.19,0.0,10.571,112.095,13.333,446.0020449897751,12332,1646,1454,95,129,0.0,0.0,0.0,0,11,112,17
131197741,156.0,0.33299999999999996,1.0,0.33299999999999996,0.0,10.333,97.667,13.5,363.00314465408803,11821,3219,957,12,94,0.0,0.0,0.0,0,10,40,15
140527863,149.625,0.125,0.625,0.25,0.0,10.375,95.56200000000001,13.812000000000001,263.0006609385327,826,601,1583,1,7,0.0,0.0,0.0,0,12,125,16
149248959,113.765,0.059000000000000004,0.706,0.294,0.0,10.765,115.765,15.235,233.00232018561485,10442,831,1001,1392,23,0.0,1.0,0.0,0,9,161,14
154477852,528.0,0.0,0.667,0.0,0.0,9.0,84.667,18.333,47.00819672131148,353,93,263,18,0,0.0,1.0,0.0,0,12,14,20
156039467,231.375,0.125,0.375,0.0,0.0,10.75,90.375,14.75,23.020408163265305,2641,298,861,127,4,0.0,1.0,1.0,0,11,50,12
207490418,145.8,0.3,0.45,0.2,0.0,10.55,102.55,14.15,27.013698630136986,3054,548,1968,6,3,1.0,0.0,0.0,0,9,118,16
221964205,715.0,0.0,1.0,0.0,0.0,15.0,68.0,16.0,50.05,658,225,342,30,6,0.0,1.0,0.0,0,13,160,20
226576785,312.16700000000003,0.0,0.833,0.16699999999999998,0.0,12.167,115.5,16.333,259.0052356020942,1905,287,491,89,1,0.0,1.0,0.0,0,12,92,13
242272799,239.375,0.125,0.75,0.25,0.0,11.125,99.25,15.625,86.00217391304348,1021,92,391,21,2,0.0,0.0,1.0,0,11,19,11
344955391,331.667,0.0,0.667,0.33299999999999996,0.0,11.833,88.0,16.5,1162.0051546391753,411,247,1253,11,0,0.0,1.0,1.0,0,7,147,13
356979186,186.545,0.273,0.455,0.182,0.0,10.545,100.09100000000001,14.545,174.0025641025641,31925,2880,724,5524,98,0.0,1.0,0.0,0,12,154,13
405611085,380.0,0.0,0.857,0.14300000000000002,0.0,10.714,68.429,14.857000000000001,588.0033898305085,624,218,1300,36,4,0.0,1.0,0.0,0,8,160,15
543301439,274.286,0.0,0.5710000000000001,0.14300000000000002,0.0,11.429,104.0,15.0,258.00211416490487,747,674,1165,285,2,0.0,0.0,0.0,0,12,3,12
543727249,243.857,0.0,0.5710000000000001,0.28600000000000003,0.0,12.429,91.429,14.429,414.01428571428573,971,273,518,392,3,0.0,1.0,0.0,0,9,152,5
899934248,107.03200000000001,0.09699999999999999,0.452,0.32299999999999995,0.0,10.839,101.258,14.387,150.00215982721383,1018,1187,1732,485,4,0.0,0.0,1.0,0,8,135,20
7046912,36.674,0.163,0.721,0.302,0.0,10.302,90.90700000000001,13.163,281.00199203187253,10962,23368,958,590,715,0.0,1.0,0.0,0,15,68,16
18527544,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,126.00182149362477,9686,208,196,219,4,0.0,1.0,0.0,0,8,75,7
21770069,85.818,0.273,0.455,0.364,0.0,9.0,81.455,12.455,49.00892857142857,15365,3813,1505,550,63,0.0,1.0,1.0,0,15,121,17
30062603,136.0,0.33299999999999996,0.33299999999999996,0.0,0.0,10.0,116.333,16.0,232.00230946882218,386,88,205,25,1,0.0,1.0,0.0,0,14,149,15
53025684,93.23100000000001,0.154,0.385,0.385,0.0,9.462,112.154,11.692,121.00246305418719,5745,641,1221,95,5,0.0,1.0,0.0,0,9,139,10
69843045,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,47.00869565217391,2277,150,536,33,5,0.0,1.0,0.0,0,10,3,14
209733883,76.25,0.25,0.375,0.312,0.0,10.125,121.68799999999999,14.375,509.0008673026886,7227,786,834,2356,9,0.0,0.0,0.0,0,6,155,4
211904475,121.571,0.071,0.5,0.214,0.0,10.571,110.64299999999999,15.571,415.00083612040135,2941,1230,1428,40,54,1.0,0.0,0.0,0,6,132,12
364851614,110.0,0.25,0.5,0.0,0.0,10.5,119.0,16.75,192.0015243902439,2130,124,643,43,0,0.0,0.0,1.0,0,13,91,9
368579486,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,47.010416666666664,155,26,51,0,0,1.0,0.0,0.0,0,11,9,17
383292062,66.0,0.33299999999999996,0.33299999999999996,0.0,0.0,7.667000000000001,97.667,9.333,1708.000726744186,222,125,300,20,0,0.0,0.0,0.0,0,14,80,5
845102904,152.571,0.0,0.14300000000000002,0.14300000000000002,0.0,9.857000000000001,71.429,13.0,185.00331125827816,1587,312,1200,2,1,1.0,1.0,0.0,0,12,151,13
3909541,136.0,0.0,0.6,0.0,0.0,9.8,99.0,16.2,370.0049504950495,2737,637,1853,214,7,0.0,0.0,0.0,0,8,43,8
14474989,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,210.00595238095238,575,47,22,6,2,1.0,1.0,0.0,0,12,20,6
17844234,110.8,0.0,0.4,0.2,0.0,10.2,109.8,14.4,163.0028409090909,4883,106,416,126,3,0.0,1.0,0.0,0,8,95,15
36286962,153.0,0.0,0.0,0.0,0.0,6.0,108.0,19.0,489.0027322404372,2402,893,256,386,18,0.0,1.0,0.0,0,11,38,11
52140322,51.5,0.5,0.375,0.125,0.0,10.75,99.75,16.125,291.0028818443804,31,59,211,5,1,1.0,0.0,0.0,0,13,22,14
125622122,66.444,0.33299999999999996,0.556,0.0,0.0,11.777999999999999,102.333,16.111,232.0065789473684,1083,237,394,44,9,1.0,1.0,0.0,0,12,132,13
152905850,103.571,0.14300000000000002,0.429,0.214,0.0,10.571,93.071,13.429,686.0014534883721,7139,653,691,3,34,0.0,1.0,0.0,0,7,57,15
202220813,119.25,0.0,0.5,0.0,0.0,9.0,93.0,16.0,371.00107066381156,2892,1241,360,18,25,1.0,0.0,0.0,0,14,89,15
291949510,126.90899999999999,0.091,0.636,0.364,0.0,10.0,106.545,14.182,24.004405286343612,9022,1405,2001,1065,18,1.0,0.0,0.0,0,12,54,12
326716112,165.0,0.0,0.5,0.0,0.0,9.5,119.5,17.0,273.0029761904762,1073,94,457,87,1,1.0,1.0,0.0,0,12,145,13
410193975,36.167,0.41700000000000004,0.33299999999999996,0.16699999999999998,0.0,10.667,80.583,15.417,106.0023419203747,318,133,377,15,0,1.0,1.0,0.0,0,13,133,17
178507135,57.833,0.033,0.467,0.467,0.0,9.767000000000001,93.8,11.967,76.0072463768116,47918,3074,1686,434,42,0.0,0.0,1.0,0,12,160,6
194896850,62.25,0.0,0.5,0.0,0.0,12.25,116.0,10.75,502.00143472022955,1359,1084,410,11,19,0.0,0.0,1.0,0,15,80,18
223840972,348.0,0.0,0.667,0.33299999999999996,0.0,9.667,110.333,16.0,51.000785545954436,630,86,185,1,2,0.0,1.0,0.0,0,15,104,16
320880780,329.333,0.0,1.0,0.33299999999999996,0.0,8.0,107.333,16.0,246.00414937759336,853,62,388,38,0,1.0,1.0,0.0,0,12,86,12
349204176,17.15,0.275,0.425,0.225,0.0,10.625,94.825,12.975,88.00578034682081,2437,1594,1994,363,10,0.0,0.0,0.0,0,9,29,8
412145728,316.0,0.0,0.667,0.0,0.0,9.667,117.667,15.333,112.00130208333333,276,129,325,55,0,1.0,0.0,0.0,0,7,23,15
434826176,183.5,0.33299999999999996,0.667,0.16699999999999998,0.0,11.667,108.0,15.833,45.00735294117647,4725,287,803,197,3,1.0,0.0,0.0,0,9,71,12
439875805,230.0,0.0,1.0,0.0,0.0,10.0,152.0,14.0,75.00289855072464,500,187,186,17,1,0.0,1.0,0.0,0,9,158,15
382393,80.8,0.2,0.8,0.0,0.0,10.6,104.6,15.2,250.00182481751824,1070,1154,832,871,92,0.0,1.0,0.0,0,4,121,12
22970058,85.235,0.059000000000000004,0.588,0.294,0.0,9.118,89.412,12.294,90.0042194092827,37936,2097,2039,61,48,0.0,1.0,0.0,0,8,134,6
132569641,23.364,0.455,0.182,0.273,0.0,9.727,37.091,15.091,24.00657894736842,3,9,59,0,0,1.0,0.0,0.0,0,8,3,14
222893837,99.5,0.0,0.5,0.25,0.0,11.0,122.75,15.0,148.00246913580247,575,857,1033,1,7,0.0,0.0,1.0,0,5,67,18
276983152,21.090999999999998,0.545,0.273,0.273,0.0,9.818,60.727,15.545,130.00263157894736,302,49,228,8,0,1.0,0.0,0.0,0,9,3,20
440128266,100.095,0.19,0.524,0.28600000000000003,0.0,10.571,102.762,13.048,77.00153846153846,2991,452,1710,337,4,0.0,1.0,1.0,0,15,62,20
9993142,222.4,0.0,1.0,0.2,0.0,8.2,86.2,12.8,81.00344827586207,3742,505,571,100,3,0.0,0.0,1.0,0,10,111,10
47588692,83.647,0.0,0.647,0.353,0.0,9.647,96.412,12.235,117.00625,24602,1510,1058,60,50,0.0,0.0,0.0,0,11,160,12
81056258,25.643,0.214,0.5,0.28600000000000003,0.0,10.142999999999999,86.0,11.571,413.000506585613,1373,281,405,127,3,0.0,1.0,0.0,0,7,71,7
85391583,216.5,0.0,0.75,0.0,0.0,7.75,76.0,11.5,64.00540540540541,6213,245,153,0,11,0.0,1.0,1.0,0,8,86,12
105429377,9.342,0.263,0.316,0.263,0.0,10.737,105.76299999999999,12.868,46.01010101010101,14467,1612,1581,431,10,0.0,0.0,0.0,0,10,101,6
109079114,79.75,0.1,0.8,0.25,0.0,8.6,94.85,12.4,100.00442477876106,24057,1076,840,69,36,1.0,1.0,0.0,0,10,105,10
111924058,48.108999999999995,0.13,0.5,0.37,0.0,10.217,99.04299999999999,14.0,642.000819000819,16955,3286,2743,2,87,0.0,0.0,0.0,0,5,24,4
216522413,44.964,0.14300000000000002,0.536,0.321,0.0,10.071,87.929,11.464,171.0015748031496,19172,4573,831,4845,77,0.0,1.0,1.0,0,10,163,18
403766373,34.5,0.0,1.0,0.0,0.0,6.5,77.5,5.5,58.0046511627907,4388,96,114,53,2,0.0,1.0,0.0,0,11,55,4
900040604,16.8,0.0,0.6,0.2,0.0,11.6,69.4,13.4,239.00169491525423,571,859,280,28,11,1.0,0.0,0.0,0,13,106,14
20303000,36.333,0.33299999999999996,0.667,0.33299999999999996,0.0,11.0,108.0,12.0,117.00892857142857,1526,176,383,72,4,0.0,1.0,1.0,0,12,3,19
22624920,80.889,0.16699999999999998,0.5,0.222,0.0,9.611,113.5,13.277999999999999,161.00440528634363,47177,1699,1771,55,85,0.0,1.0,1.0,0,12,76,13
195763762,119.5,0.0,0.5,0.5,0.0,9.625,84.75,12.375,84.01428571428572,16173,914,953,0,22,0.0,1.0,0.0,0,11,155,20
11990112,51.0,0.25,0.75,0.0,0.0,7.5,94.75,11.75,334.00062578222776,3570,1252,822,8,116,0.0,1.0,0.0,0,14,37,14
67253599,34.5,0.0,0.5,0.0,0.0,8.5,123.0,17.0,140.0022026431718,3178,294,383,39,9,0.0,1.0,0.0,0,8,93,17
157604170,73.667,0.33299999999999996,0.667,0.0,0.0,9.0,100.333,15.333,121.0068493150685,901,150,391,9,3,0.0,1.0,1.0,0,14,103,18
947759960,67.533,0.267,0.6,0.133,0.0,10.267000000000001,86.4,15.933,255.00520833333334,44,32,36,0,0,0.0,0.0,1.0,0,11,28,19
42676920,111.625,0.0,0.5,0.375,0.0,10.125,84.75,13.125,5028.000180831827,9626,508,1153,3819,0,0.0,1.0,1.0,0,10,123,10
60508255,153.0,0.0,1.0,1.0,0.0,11.5,123.0,17.0,2813.0005030181087,5999,258,770,14,2,0.0,1.0,1.0,0,15,20,12
70735118,63.0,0.0,1.0,1.0,0.0,15.0,121.0,17.0,101.00617283950618,3730,220,282,34,6,0.0,1.0,1.0,0,11,48,16
72816504,328.0,0.0,0.667,0.33299999999999996,0.0,12.333,96.333,16.0,55.00534759358289,2185,64,262,173,0,0.0,0.0,0.0,0,10,31,7
261223538,51.538000000000004,0.0,0.6920000000000001,0.615,0.0,10.0,121.385,11.692,66.00355871886121,9950,658,701,18,11,0.0,0.0,1.0,0,8,112,9
517073805,284.0,0.0,0.33299999999999996,0.667,0.0,12.667,107.0,16.667,29.013157894736842,166,60,284,9,0,1.0,1.0,0.0,0,8,40,6
564653953,175.0,0.0,0.6,0.6,0.0,11.0,88.2,14.4,99.01333333333334,1173,670,1340,63,1,1.0,0.0,0.0,0,10,114,10
7470952,102.14299999999999,0.071,0.643,0.28600000000000003,0.0,9.071,97.35700000000001,12.357000000000001,180.00138312586446,10947,760,712,693,27,0.0,1.0,1.0,0,14,122,14
8933252,170.6,0.2,0.4,0.267,0.0,10.467,91.333,14.267000000000001,118.0018115942029,1698,289,1930,45,3,0.0,0.0,0.0,0,8,12,8
15016610,716.0,0.0,1.0,0.0,0.0,6.0,78.0,20.0,85.00239234449761,6340,298,419,5,15,0.0,1.0,0.0,0,8,68,14
15350901,164.167,0.0,0.667,0.0,0.0,7.332999999999999,80.333,12.833,259.0012987012987,4728,625,580,27,25,0.0,0.0,0.0,0,9,106,19
15391421,78.0,0.133,0.733,0.33299999999999996,0.0,9.267000000000001,97.53299999999999,12.267000000000001,149.0096153846154,22540,2065,1125,0,64,0.0,1.0,0.0,0,7,91,7
18671285,128.81799999999998,0.0,0.727,0.455,0.0,8.545,104.455,12.545,54.0188679245283,16427,555,755,8,18,0.0,1.0,0.0,0,9,51,15
22015750,146.667,0.667,0.833,0.16699999999999998,0.0,9.833,118.667,15.0,78.00584795321637,2242,552,1446,13,8,0.0,1.0,0.0,0,7,146,15
31162918,276.33299999999997,0.33299999999999996,0.667,0.0,0.0,7.667000000000001,114.333,16.333,15.055555555555555,522,319,793,10,11,1.0,1.0,0.0,0,9,65,16
32204918,249.857,0.28600000000000003,0.429,0.0,0.0,10.0,61.286,13.857000000000001,79.00657894736842,348,262,1513,28,1,0.0,1.0,0.0,0,9,23,9
37539436,78.462,0.154,0.769,0.385,0.0,10.845999999999998,85.462,14.077,1673.001246882793,34917,1161,194,2,28,1.0,0.0,0.0,0,9,37,9
42754744,321.4,0.0,0.4,0.2,0.0,10.6,66.8,14.6,63.005464480874316,4736,414,1196,166,2,0.0,1.0,0.0,0,11,159,19
43964510,308.33299999999997,0.0,0.667,0.667,0.0,10.0,99.5,14.167,89.009009009009,8635,1707,1376,3266,67,0.0,0.0,0.0,0,13,119,9
45307775,148.25,0.0,0.625,0.375,0.0,10.125,99.75,11.5,474.0033444816053,6131,488,366,1058,10,0.0,0.0,0.0,0,7,62,8
53027768,730.0,0.0,0.5,0.0,0.0,7.5,57.5,18.0,47.00952380952381,2703,170,635,4,0,0.0,0.0,1.0,0,7,37,15
55819049,185.0,0.25,0.75,0.5,0.0,11.0,97.75,16.0,127.00502512562814,13774,254,192,520,5,0.0,1.0,0.0,0,6,101,14
62364690,92.529,0.11800000000000001,0.706,0.529,0.0,9.647,103.294,12.353,370.004,25575,1672,802,2329,52,0.0,1.0,0.0,0,7,55,19
74156552,35.286,0.39299999999999996,0.179,0.321,0.0,10.179,87.25,12.071,5.083333333333333,4707,1772,1771,23,8,0.0,0.0,0.0,0,7,78,7
77243029,117.0,0.1,0.6,0.2,0.0,8.9,82.8,13.0,151.00186567164178,4812,575,860,30,18,0.0,0.0,0.0,0,11,118,12
78116487,205.667,0.0,0.556,0.111,0.0,11.222000000000001,108.444,15.110999999999999,445.0016129032258,6273,588,868,16,9,0.0,1.0,1.0,0,12,58,13
81592426,150.4,0.2,0.8,0.4,0.0,10.8,79.8,11.0,221.0035460992908,16037,635,320,86,16,0.0,0.0,0.0,0,14,151,15
83236897,200.25,0.0,0.75,0.25,0.0,8.0,86.75,15.0,101.0060975609756,5367,409,1159,27,25,0.0,1.0,1.0,0,14,85,18
